accuracy,auc,loss,val_accuracy,val_auc,val_loss
0.6575888395309448,0.5876004695892334,0.4884982109069824,0.664811372756958,0.7396037578582764,0.417892187833786
0.6966108083724976,0.760709822177887,0.3936152756214142,0.7566481232643127,0.8100273013114929,0.3444926142692566
0.7952300310134888,0.8330155611038208,0.3428029417991638,0.8129251599311829,0.8474457263946533,0.3323075473308563
0.8320143818855286,0.8601136207580566,0.3182690739631653,0.8410636782646179,0.8612716794013977,0.29719528555870056
0.8572831749916077,0.8800557851791382,0.29572582244873047,0.8565244078636169,0.8759056329727173,0.2741667628288269
0.8724008202552795,0.8907232880592346,0.2725692093372345,0.8673469424247742,0.8800349831581116,0.268399178981781
0.8836981058120728,0.9014196991920471,0.2599032521247864,0.8794063329696655,0.8954089283943176,0.25101813673973083
0.8917207717895508,0.9081339240074158,0.24331147968769073,0.8698206543922424,0.8773135542869568,0.2634858787059784
0.8995251655578613,0.9159499406814575,0.2274010181427002,0.8967223167419434,0.9098355770111084,0.2302052229642868
0.9015445113182068,0.914850652217865,0.21977661550045013,0.9094001054763794,0.9351792931556702,0.21006081998348236
0.9077116250991821,0.9206071496009827,0.21242886781692505,0.905689537525177,0.9179428815841675,0.20010079443454742
0.9142062067985535,0.9260244965553284,0.20014752447605133,0.9100185632705688,0.9213033318519592,0.20201857388019562
0.9152976870536804,0.9293209314346313,0.1926584094762802,0.9041434526443481,0.9057866334915161,0.20696920156478882
0.9193909168243408,0.933260977268219,0.1841052770614624,0.9032158255577087,0.91002357006073,0.20401431620121002
0.9207553267478943,0.9346504211425781,0.1817731261253357,0.9174396991729736,0.9269700050354004,0.18328851461410522
0.9250122904777527,0.9351902604103088,0.17597566545009613,0.9171304702758789,0.9263066053390503,0.17427435517311096
0.9276319146156311,0.9411057829856873,0.1664389818906784,0.9316635727882385,0.9487717747688293,0.16630548238754272
0.9297058582305908,0.9421162605285645,0.16159909963607788,0.9307359457015991,0.9463025331497192,0.1692882478237152
0.931670606136322,0.9435825943946838,0.1582116186618805,0.9242424368858337,0.9358940124511719,0.15875323116779327
0.9350543022155762,0.9460656642913818,0.15144143998622894,0.942176878452301,0.958950936794281,0.16389518976211548
0.9360366463661194,0.9470998644828796,0.1460941880941391,0.9319728016853333,0.93613600730896,0.15267115831375122
0.9374556541442871,0.9483670592308044,0.1415560245513916,0.9186765551567078,0.9226285219192505,0.16637390851974487
0.9384380578994751,0.9499793648719788,0.14110629260540009,0.9431045055389404,0.9538186192512512,0.14219462871551514
0.9411668181419373,0.9536849856376648,0.13567903637886047,0.9233148097991943,0.9302334189414978,0.15869690477848053
0.942094624042511,0.952890157699585,0.1360049992799759,0.9387755393981934,0.9503142237663269,0.15245580673217773
0.9440047740936279,0.9543819427490234,0.1298450082540512,0.9434137344360352,0.9536950588226318,0.13852335512638092
0.9451509118080139,0.9559913873672485,0.12691158056259155,0.9375386238098145,0.9455801844596863,0.14004075527191162
0.9487529397010803,0.9596347212791443,0.12104108184576035,0.9418676495552063,0.9514051079750061,0.1363537758588791
0.9497898817062378,0.9603003263473511,0.11926475167274475,0.9474335312843323,0.9558599591255188,0.1285005360841751
0.9531190395355225,0.9640058875083923,0.11521870642900467,0.9384663105010986,0.9511829018592834,0.13247156143188477
0.9508814215660095,0.9602336883544922,0.11417628079652786,0.9465059041976929,0.9569821953773499,0.13593824207782745
0.9544834494590759,0.9638925194740295,0.11149702221155167,0.9431045055389404,0.9493403434753418,0.13718265295028687
0.9551383256912231,0.9648977518081665,0.11046113818883896,0.9542362689971924,0.9623669981956482,0.11710499972105026
0.9561207294464111,0.9674012064933777,0.10476991534233093,0.9514533281326294,0.9585163593292236,0.1164698377251625
0.9569939374923706,0.9657610058784485,0.10553769767284393,0.944959819316864,0.9469711184501648,0.12550540268421173
0.9596136212348938,0.9678151607513428,0.09966565668582916,0.9465059041976929,0.9549133777618408,0.12538529932498932
0.9608142971992493,0.9696350693702698,0.09714553505182266,0.9406307935714722,0.9461461305618286,0.13043752312660217
0.9616875052452087,0.9692637920379639,0.09472426772117615,0.9539270401000977,0.9628864526748657,0.12526197731494904
0.9637067914009094,0.9721642136573792,0.09123426675796509,0.9474335312843323,0.9551705121994019,0.11728163063526154
0.9632156491279602,0.9717456102371216,0.08953925967216492,0.9359925985336304,0.9363888502120972,0.13268764317035675
0.9625607132911682,0.9702509045600891,0.09324774146080017,0.9483611583709717,0.9599444270133972,0.12969495356082916
0.9646891951560974,0.9722435474395752,0.08828609436750412,0.9499072432518005,0.9575658440589905,0.11710065603256226
0.9676362872123718,0.9754862785339355,0.08220361918210983,0.9588744640350342,0.97235506772995,0.12166997045278549
0.9695464968681335,0.9774853587150574,0.08010922372341156,0.9437229633331299,0.9524475336074829,0.1214037537574768
0.9678546190261841,0.9758709669113159,0.08266885578632355,0.9598020911216736,0.9697409868240356,0.10227581113576889
